T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.6,27.6,10.0,1017.5,65.0,6.3,1.3,5.4,349.29166666666674
19.1,27.9,13.9,1015.4,67.0,6.3,0.9,3.5,188.04166666666663
17.9,28.2,11.6,1013.8,67.0,5.5,0.2,1.9,310.25
19.1,29.2,12.6,1015.4,67.0,6.3,0.2,1.9,204.375
18.3,26.9,12.6,1014.4,65.0,6.3,1.7,7.6,223.25
16.7,25.4,10.9,1014.6,63.0,6.3,1.7,9.4,248.95833333333331
18.9,24.4,15.0,1010.0,78.0,5.5,0.4,3.5,172.75
19.1,26.0,14.7,1012.4,74.0,5.5,0.9,3.5,146.79166666666666
19.1,26.6,13.6,1014.3,76.0,5.5,0.4,1.9,113.875
20.2,29.2,13.4,1014.0,62.0,6.3,2.0,5.4,227.0
18.0,27.5,11.5,1015.6,60.0,6.3,1.1,5.4,231.25
17.0,27.5,9.8,1016.6,59.0,6.3,1.7,7.6,272.125
17.6,29.4,8.1,1014.7,55.0,6.3,1.3,5.4,228.79166666666663
18.4,29.7,9.0,1013.8,56.0,5.5,0.2,1.9,200.875
18.1,28.8,11.0,1014.4,60.0,5.5,1.5,3.5,214.04166666666663
20.8,29.9,12.2,1013.9,58.0,6.3,2.0,3.5,217.25
19.2,27.9,12.7,1015.5,61.0,6.3,2.2,5.4,212.45833333333331
19.8,29.5,11.8,1016.1,59.0,6.3,0.9,3.5,202.66666666666663
21.7,29.1,15.4,1015.2,66.0,6.3,1.9,5.4,138.79166666666666
20.8,29.6,14.6,1014.8,65.0,6.3,0.4,1.9,153.08333333333334
21.4,30.1,15.2,1013.0,64.0,5.5,1.9,3.5,159.70833333333334
20.3,29.8,14.0,1016.0,64.0,6.3,2.0,7.6,151.875
21.7,31.0,14.0,1014.3,60.0,5.5,1.9,3.5,224.79166666666663
22.2,32.4,14.0,1014.6,59.0,5.5,0.4,1.9,177.625
21.7,30.8,14.4,1017.2,56.0,5.5,1.5,5.4,149.625
20.7,31.5,11.6,1013.5,52.0,5.5,2.0,7.6,161.16666666666666
19.6,29.9,11.6,1014.3,49.0,6.3,0.9,3.5,136.75
21.2,30.9,11.0,1013.8,54.0,6.3,1.3,5.4,50.91666666666666
22.6,33.0,13.2,1012.1,48.0,6.3,1.3,5.4,120.20833333333331
22.7,33.0,14.0,1012.1,50.0,6.3,0.9,3.5,137.125
23.0,34.3,13.2,1012.1,51.0,6.3,1.5,5.4,197.08333333333331
23.9,33.6,13.0,1011.5,45.0,6.3,0.9,3.5,166.375
23.9,34.3,15.6,1012.1,44.0,6.3,1.3,3.5,126.58333333333331
22.9,32.6,14.6,1012.3,54.0,6.3,1.1,5.4,94.91666666666669
25.0,34.5,16.5,1009.7,49.0,6.3,2.0,5.4,133.95833333333334
23.6,33.1,15.5,1009.5,47.0,6.3,2.6,7.6,69.25
23.5,32.0,14.8,1009.0,47.0,6.3,2.6,7.6,79.29166666666667
17.2,18.9,16.4,1010.5,98.0,4.0,2.0,3.5,31.625
20.7,27.2,13.9,1013.1,65.0,6.0,9.6,24.1,20.416666666666668
18.6,26.2,12.5,1013.5,61.0,6.3,2.4,7.6,61.125
23.8,33.5,14.6,1013.6,45.0,5.5,2.6,7.6,49.58333333333334
24.2,33.8,14.2,1012.8,48.0,6.3,2.2,5.4,34.916666666666664
24.9,33.8,16.2,1013.9,49.0,6.3,1.3,3.5,47.5
25.3,33.9,16.3,1012.4,55.0,6.9,2.2,7.6,128.83333333333334
25.5,33.3,17.9,1012.1,61.0,6.9,3.7,9.4,56.33333333333334
24.1,31.6,16.9,1012.8,63.0,6.3,3.7,11.1,20.291666666666668
26.9,35.8,16.3,1010.8,45.0,6.3,2.8,11.1,59.16666666666666
27.4,36.3,17.7,1011.6,46.0,6.9,2.0,5.4,83.83333333333333
28.3,37.1,19.5,1012.1,46.0,6.3,2.0,5.4,89.375
28.4,37.7,18.6,1009.5,40.0,6.3,2.2,7.6,101.375
28.9,37.6,19.9,1011.0,50.0,6.3,3.7,9.4,109.75
29.6,37.9,20.9,1011.0,46.0,4.8,2.4,7.6,42.91666666666666
25.4,35.3,16.5,1010.4,39.0,6.6,1.9,7.6,47.25
25.9,36.1,14.8,1009.6,30.0,6.3,2.2,5.4,81.20833333333333
27.2,37.0,15.6,1008.7,36.0,5.5,4.1,7.6,52.29166666666666
26.4,34.1,16.6,1008.2,35.0,6.9,4.6,9.4,28.45833333333333
26.5,37.0,15.5,1007.3,45.0,6.9,5.2,14.8,49.5
28.2,37.6,19.3,1007.9,52.0,6.3,4.1,9.4,75.16666666666667
29.2,38.1,20.5,1008.1,55.0,6.3,3.0,5.4,53.125
23.4,30.0,17.2,1011.7,57.0,6.3,2.8,7.6,54.70833333333334
23.7,28.7,17.6,1011.0,65.0,5.8,3.1,5.4,52.625
26.4,34.6,16.8,1010.1,54.0,6.3,3.7,9.4,51.375
31.8,39.4,22.6,1006.5,37.0,6.9,2.2,7.6,94.33333333333331
31.2,39.9,23.2,1008.2,48.0,6.8,3.1,11.1,92.91666666666669
30.8,39.9,23.1,1007.6,47.0,6.6,3.7,9.4,80.20833333333333
28.3,37.1,15.3,1007.2,29.0,6.9,4.6,11.1,71.66666666666667
30.1,39.0,17.7,1007.7,33.0,7.4,5.6,9.4,31.83333333333333
32.6,40.0,25.2,1008.4,32.0,6.9,5.9,9.4,47.66666666666666
28.9,37.4,18.4,1008.1,38.0,6.9,3.9,9.4,48.125
30.3,40.0,18.3,1007.1,36.0,6.9,3.7,11.1,56.25
31.0,39.6,21.8,1006.8,36.0,7.4,3.0,9.4,103.41666666666669
31.4,40.0,22.0,1006.3,46.0,6.9,4.6,11.1,76.875
32.2,40.5,25.2,1005.2,43.0,6.9,3.9,5.4,86.375
32.7,37.5,24.5,1004.8,40.0,7.6,3.0,5.4,77.70833333333333
27.7,36.6,21.0,1007.1,65.0,6.9,8.1,37.0,48.5
27.1,32.9,23.0,1007.9,67.0,6.9,2.2,7.6,55.08333333333334
27.6,36.1,23.6,1007.7,71.0,6.3,1.9,3.5,67.45833333333333
29.4,36.2,24.1,1005.8,54.0,6.3,8.5,9.4,18.875
29.4,36.9,23.3,1007.0,60.0,6.9,7.8,9.4,61.5
28.2,36.4,23.6,1007.6,66.0,7.4,11.5,24.1,68.91666666666667
29.2,35.4,24.0,1007.5,59.0,6.9,8.0,11.1,77.375
29.1,35.6,23.9,1007.7,61.0,6.9,11.9,20.6,63.91666666666666
29.2,36.2,22.8,1007.1,60.0,6.9,8.0,16.5,63.66666666666666
30.5,38.6,22.8,1004.4,51.0,6.3,5.0,7.6,63.625
28.7,35.1,23.4,1005.1,57.0,6.9,7.2,9.4,25.45833333333333
28.7,35.7,22.3,1005.8,51.0,6.9,8.7,18.3,20.75
29.2,37.0,21.4,1005.0,54.0,6.9,5.7,14.8,40.5
26.2,34.0,22.3,1004.6,78.0,6.9,2.4,5.4,64.83333333333333
27.6,36.2,20.8,1004.6,68.0,6.9,3.9,7.6,63.0
28.2,34.1,22.7,1005.7,65.0,6.9,4.3,5.4,73.83333333333333
25.3,30.0,23.2,1004.8,77.0,6.9,6.9,11.1,31.875
25.2,29.9,22.1,1004.7,76.0,6.9,10.2,24.1,54.95833333333334
25.5,30.4,22.7,1004.9,73.0,6.3,7.8,14.8,77.75
24.9,27.6,22.1,1001.5,78.0,6.3,9.4,20.6,75.33333333333333
25.4,28.2,22.2,1000.8,80.0,6.9,7.6,14.8,32.583333333333336
23.7,27.0,22.5,999.6,93.0,5.5,3.7,7.6,28.375
26.2,29.3,24.4,1002.6,73.0,6.6,9.1,11.1,28.54166666666667
26.6,30.2,23.9,1003.1,72.0,6.9,14.4,22.2,51.04166666666666
26.6,30.6,23.7,1004.6,71.0,6.9,10.9,20.6,40.0
25.9,30.4,21.9,1008.5,74.0,6.9,6.3,14.8,37.583333333333336
26.7,31.5,22.4,1009.0,71.0,7.4,6.9,11.1,37.625
26.3,31.2,22.2,1009.3,71.0,6.9,7.4,11.1,34.375
26.2,29.9,23.8,1004.7,72.0,7.7,9.3,18.3,42.29166666666666
25.1,29.9,23.4,1006.5,84.0,6.3,6.3,11.1,45.66666666666666
26.1,30.8,22.8,1006.3,78.0,6.9,14.6,20.6,40.625
26.9,32.2,22.5,1006.0,72.0,6.9,5.7,9.4,26.875
26.8,32.1,22.4,1005.1,72.0,6.9,7.2,11.1,30.70833333333333
25.7,30.9,23.2,1003.7,73.0,6.9,6.9,11.1,10.208333333333334
24.7,28.7,22.3,1003.8,83.0,6.9,9.6,14.8,43.04166666666666
24.6,28.8,22.6,1003.2,84.0,6.3,5.4,11.1,19.416666666666668
23.6,24.5,22.2,1003.9,92.0,4.0,4.1,11.1,8.416666666666666
24.2,27.6,22.0,1005.7,83.0,6.9,7.2,11.1,0.0
24.7,27.6,22.1,1006.0,78.0,6.9,7.0,9.4,0.0
25.4,29.9,21.7,1007.5,78.0,7.4,5.7,9.4,15.375
25.6,30.0,22.2,1008.6,76.0,6.9,7.0,16.5,19.83333333333333
25.1,31.0,21.9,1008.8,79.0,6.0,7.4,14.8,25.79166666666667
25.3,30.0,22.5,1007.7,75.0,6.9,8.1,11.1,22.70833333333333
24.6,28.9,22.2,1005.3,84.0,7.4,5.7,7.6,31.33333333333333
24.3,27.8,22.2,1005.8,83.0,6.3,4.4,7.6,47.41666666666666
24.1,29.4,20.9,1004.3,84.0,6.9,4.1,9.4,33.791666666666664
24.1,27.1,21.8,1006.2,82.0,6.9,5.7,9.4,39.04166666666666
24.9,29.6,21.9,1006.1,80.0,6.9,5.0,9.4,41.708333333333336
25.3,29.8,21.5,1007.5,78.0,6.9,5.0,11.1,28.75
26.5,31.3,20.6,1008.8,73.0,6.9,4.6,9.4,12.25
25.9,31.4,20.2,1008.9,74.0,6.9,4.3,7.6,14.5
25.6,29.2,21.6,1009.0,75.0,6.9,7.4,11.1,23.91666666666667
23.5,27.9,21.1,1008.6,86.0,5.5,4.8,7.6,27.375
25.1,30.0,21.7,1006.6,78.0,6.9,5.9,11.1,29.20833333333333
24.3,28.0,21.6,1006.6,82.0,6.9,4.1,7.6,36.5
25.0,30.3,20.6,1008.4,76.0,6.3,4.4,7.6,27.83333333333333
25.2,30.5,21.6,1007.7,72.0,6.9,3.3,7.6,44.125
24.6,30.8,19.7,1007.2,73.0,6.9,3.3,9.4,62.25
25.2,30.8,18.0,1008.2,70.0,7.4,2.8,5.4,60.125
26.1,31.8,21.1,1009.4,68.0,6.9,5.9,14.8,34.666666666666664
25.4,30.7,21.3,1009.2,76.0,6.9,1.3,3.5,39.208333333333336
24.1,30.2,21.8,1009.4,88.0,6.3,0.4,3.5,38.708333333333336
25.0,30.0,21.8,1009.1,84.0,6.3,2.0,5.4,69.95833333333333
25.1,30.0,22.2,1007.7,83.0,6.3,2.2,5.4,94.375
24.8,30.0,22.0,1006.4,86.0,6.3,3.0,7.6,85.75
24.9,29.0,22.1,1004.6,79.0,6.9,6.7,14.8,51.66666666666666
24.2,27.9,21.7,1005.0,80.0,6.9,4.4,11.1,39.41666666666666
24.9,29.9,20.9,1005.7,78.0,6.3,3.3,5.4,23.95833333333333
24.7,31.0,19.5,1008.4,76.0,6.3,2.2,5.4,43.5
25.1,32.0,18.6,1008.5,66.0,7.4,2.0,5.4,50.41666666666666
25.2,32.9,18.1,1008.7,66.0,6.9,1.3,3.5,55.70833333333334
27.8,34.0,24.0,1009.6,69.0,5.8,3.0,9.4,57.125
24.6,32.1,21.6,1011.8,84.0,6.3,1.5,5.4,69.375
24.7,30.5,20.9,1011.4,85.0,8.0,2.2,7.6,65.375
25.3,32.7,17.2,1009.0,66.0,6.3,1.3,5.4,112.29166666666669
26.0,32.5,18.0,1008.3,66.0,5.5,1.1,5.4,97.70833333333331
26.8,33.0,20.9,1007.6,71.0,6.3,1.9,7.6,80.70833333333333
26.9,33.7,21.1,1011.3,74.0,4.8,1.1,5.4,81.625
26.5,33.4,20.8,1011.8,69.0,6.3,0.7,3.5,65.375
27.0,34.4,19.2,1011.6,63.0,6.6,1.9,5.4,84.375
25.9,33.9,18.2,1011.2,67.0,6.9,0.2,1.9,153.375
27.8,33.4,22.9,1010.5,65.0,5.5,0.7,1.9,0.0
26.7,32.6,22.3,1011.9,70.0,5.8,0.2,1.9,49.33333333333334
25.6,32.7,20.5,1012.0,68.0,5.5,0.7,3.5,107.33333333333331
24.2,32.0,17.6,1010.6,68.0,6.3,1.5,5.4,273.625
23.7,31.4,17.4,1011.5,70.0,6.9,0.2,1.9,256.9583333333333
22.6,33.1,16.6,1012.9,68.0,5.8,0.6,3.5,185.08333333333331
24.8,33.0,16.0,1012.1,64.0,6.3,0.9,3.5,249.5
25.2,33.1,17.7,1011.6,58.0,6.3,1.3,5.4,365.75
24.4,32.7,17.0,1012.2,60.0,5.5,1.5,5.4,241.875
24.3,31.8,16.1,1011.9,55.0,4.8,1.1,5.4,176.875
24.2,32.9,14.1,1013.5,54.0,7.4,0.7,3.5,353.04166666666674
23.6,32.0,15.0,1011.1,56.0,6.3,1.7,7.6,257.4166666666667
22.4,32.0,14.3,1010.8,57.0,6.3,0.9,5.4,204.75
21.1,30.6,12.9,1013.2,45.0,5.5,2.2,11.1,207.83333333333331
24.5,30.1,12.9,1011.3,54.0,6.3,3.0,5.4,268.1666666666667
25.8,29.4,20.1,1010.7,66.0,6.9,2.2,3.5,278.3333333333333
24.5,30.2,20.3,1012.1,77.0,6.3,0.9,3.5,157.5
24.3,30.9,18.4,1012.0,73.0,5.5,0.7,3.5,156.375
24.4,31.0,18.9,1010.2,74.0,5.5,0.4,3.5,200.5
23.9,30.2,17.5,1012.6,75.0,6.9,0.9,3.5,212.125
24.0,31.7,17.8,1012.6,71.0,6.3,0.9,3.5,190.5
23.2,31.1,17.2,1013.2,73.0,6.9,0.7,3.5,236.41666666666663
21.3,30.2,12.5,1014.1,65.0,7.4,0.7,3.5,286.375
20.3,30.2,12.9,1014.3,66.0,5.5,0.7,3.5,288.0833333333333
19.7,29.5,12.0,1014.5,68.0,5.8,1.1,3.5,302.4583333333333
23.6,33.8,15.6,1011.1,58.0,9.8,1.5,5.4,163.0
24.6,33.0,16.4,1011.5,58.0,6.9,0.7,3.5,161.375
24.2,32.9,18.1,1010.8,67.0,6.3,0.4,3.5,157.375
22.0,31.1,14.0,1014.8,69.0,6.3,0.2,1.9,245.91666666666663
22.6,31.6,15.6,1014.2,69.0,9.2,0.7,3.5,264.5833333333333
21.9,30.8,15.0,1014.2,65.0,6.9,2.2,9.4,253.29166666666663
14.8,25.8,0.7,1018.2,70.0,6.9,1.5,7.6,181.20833333333331
16.8,26.9,6.6,1018.5,50.0,5.8,1.1,3.5,210.875
20.2,28.0,6.8,1018.5,40.0,7.6,2.2,5.4,255.33333333333331
19.9,32.2,10.4,1018.7,56.0,5.5,0.7,3.5,284.79583333333335
20.3,32.1,10.6,1018.6,55.0,6.9,1.1,3.5,219.72083333333333
19.3,31.8,9.5,1017.2,53.0,6.3,0.9,3.5,182.1875
21.3,29.4,13.7,1016.4,60.0,5.8,0.6,1.9,154.03750000000005
19.9,30.5,12.3,1016.4,60.0,6.3,0.7,3.5,223.20833333333331
20.6,29.9,11.3,1014.8,54.0,7.4,0.2,1.9,200.64583333333337
20.5,28.7,11.6,1012.7,57.0,4.8,0.2,1.9,285.225
20.4,29.9,11.8,1012.5,58.0,5.5,4.4,20.6,236.825
20.4,27.2,12.8,1012.4,68.0,5.5,1.3,5.4,276.90833333333336
17.8,26.4,9.5,1013.0,50.0,6.3,2.0,5.4,108.0
17.2,26.3,8.2,1015.4,53.0,6.3,1.3,3.5,107.625
16.6,24.7,8.0,1016.8,57.0,6.3,0.9,3.5,125.89166666666668
20.6,30.2,12.0,1013.7,52.0,5.5,1.3,3.5,181.01250000000005
20.9,30.9,10.6,1013.1,52.0,6.9,1.9,5.4,152.55416666666667
20.5,30.9,11.2,1013.5,49.0,6.9,2.0,5.4,152.32083333333338
23.6,32.9,13.3,1014.0,47.0,6.3,1.9,5.4,319.7375
22.8,32.4,13.1,1014.1,49.0,6.3,0.7,3.5,332.7083333333333
22.0,34.2,12.3,1014.3,42.0,6.9,1.3,5.4,279.6
21.4,33.9,10.6,1014.3,36.0,6.9,1.3,5.4,179.11666666666667
21.0,30.2,12.7,1013.2,55.0,6.9,2.4,7.6,54.79166666666666
21.8,30.2,11.6,1012.7,57.0,5.5,2.2,5.4,93.375
23.9,32.9,15.0,1011.5,55.0,6.3,1.5,5.4,103.0
21.3,28.9,12.7,1012.9,60.0,6.3,3.3,5.4,132.20833333333334
22.7,31.1,12.4,1012.4,54.0,6.3,1.3,3.5,127.70833333333331
23.9,31.9,15.9,1012.2,50.0,6.6,2.4,7.6,109.33333333333331
25.7,32.0,17.6,1013.7,56.0,6.3,3.1,5.4,56.45833333333334
26.6,33.4,17.9,1013.5,56.0,6.3,3.5,7.6,135.83333333333334
26.8,33.7,19.5,1012.4,54.0,8.7,2.2,5.4,122.5
23.8,33.5,13.4,1011.7,40.0,6.9,3.5,9.4,69.66666666666667
24.2,33.4,14.2,1012.9,41.0,6.9,2.2,11.1,79.83333333333333
26.1,34.4,15.0,1013.1,45.0,6.9,1.3,3.5,62.70833333333334
25.4,32.4,19.3,1012.6,57.0,5.5,2.6,7.6,1.9166666666666667
24.6,32.7,17.4,1013.6,67.0,6.3,1.1,5.4,1.8333333333333333
25.2,32.4,18.0,1014.8,59.0,6.3,0.9,3.5,1.7916666666666667
25.0,34.5,14.6,1010.1,43.0,6.9,2.2,5.4,117.58333333333331
26.2,34.9,16.3,1009.5,42.0,7.7,2.0,7.6,122.70833333333331
28.2,34.2,16.0,1010.2,34.0,6.9,2.4,7.6,76.54166666666667
24.5,33.1,16.7,1011.8,44.0,6.9,3.0,11.1,59.20833333333334
24.1,31.9,12.8,1011.8,50.0,6.9,3.7,11.1,77.20833333333333
25.5,33.5,15.3,1010.6,46.0,6.9,5.7,14.8,87.83333333333331
29.1,37.4,17.9,1010.4,36.0,6.6,2.0,5.4,123.70833333333331
28.6,36.5,18.0,1011.3,34.0,6.3,2.6,7.6,64.79166666666667
26.2,36.4,17.0,1010.7,35.0,6.6,3.0,9.4,62.875
29.6,38.9,21.4,1010.6,49.0,6.3,4.4,11.1,52.04166666666666
29.7,38.4,21.5,1010.2,46.0,6.3,3.0,9.4,128.33333333333334
30.4,37.9,20.8,1010.0,35.0,7.4,3.1,5.4,87.58333333333331
28.7,37.4,17.1,1010.1,27.0,6.9,3.0,7.6,23.20833333333333
29.9,38.7,16.8,1007.8,27.0,6.3,2.0,5.4,15.166666666666664
29.8,40.0,19.3,1008.5,40.0,6.9,3.3,7.6,21.25
30.6,39.9,20.8,1009.3,38.0,6.9,3.9,11.1,25.75
28.6,36.9,18.9,1008.9,38.0,7.4,2.4,7.6,105.33333333333331
29.3,37.9,18.3,1008.1,28.0,6.9,1.9,5.4,117.75
29.9,37.9,19.4,1008.8,32.0,6.9,2.0,5.4,20.791666666666668
29.8,38.7,19.3,1006.6,31.0,6.9,3.1,7.6,46.91666666666666
30.0,38.5,17.3,1006.8,37.0,6.9,3.7,11.1,104.625
30.8,40.2,19.4,1007.2,27.0,6.9,2.2,5.4,109.625
32.5,40.0,24.6,1006.8,35.0,6.9,4.6,7.6,42.95833333333334
31.0,38.9,25.2,1008.5,42.0,7.7,4.6,7.6,0.0
31.3,39.5,23.1,1007.7,34.0,6.9,3.9,11.1,30.875
28.6,38.5,17.3,1006.6,42.0,6.9,4.6,11.1,79.91666666666667
30.4,39.5,18.0,1007.6,34.0,6.9,1.9,5.4,0.0
31.5,39.9,21.2,1006.3,35.0,6.9,2.8,7.6,0.0
30.7,39.5,21.1,1006.9,28.0,7.4,3.9,7.6,142.5
30.2,37.9,21.1,1007.2,31.0,6.9,2.8,7.6,133.375
30.6,39.5,18.8,1006.6,29.0,6.9,3.1,7.6,102.41666666666669
29.3,35.9,20.3,1007.4,48.0,8.0,3.9,5.4,158.29166666666666
29.3,38.5,23.3,1008.4,52.0,7.4,3.9,5.4,149.58333333333334
30.0,37.2,23.5,1007.6,51.0,7.4,3.1,7.6,107.29166666666669
31.7,38.4,25.2,1005.4,49.0,6.9,4.8,7.6,106.5
33.3,38.9,25.2,1006.0,41.0,6.9,4.8,7.6,128.125
32.0,40.2,23.8,1005.9,43.0,6.9,3.0,9.4,108.0
30.4,37.2,25.3,1001.2,57.0,6.9,10.7,16.5,98.41666666666669
29.7,35.2,25.9,1002.9,58.0,6.9,17.4,43.2,94.375
29.5,34.5,25.1,1005.1,55.0,6.9,12.2,18.3,118.5
29.9,35.5,25.1,1005.8,58.0,6.9,9.4,14.8,110.41666666666669
29.7,35.0,25.3,1006.3,56.0,6.9,7.4,11.1,95.83333333333331
29.7,35.0,24.4,1007.5,59.0,6.9,8.0,14.8,93.5
30.2,36.2,24.0,1006.3,52.0,6.9,5.7,7.6,38.66666666666666
29.1,34.7,24.9,1007.4,62.0,6.6,6.9,9.4,45.375
30.4,36.5,24.6,1005.9,57.0,6.9,7.8,11.1,65.16666666666667
30.7,37.6,24.7,1005.0,54.0,6.3,7.4,11.1,67.08333333333333
28.7,33.7,22.7,1005.3,65.0,6.3,5.7,9.4,77.66666666666667
28.8,33.7,24.6,1004.6,66.0,6.9,7.2,11.1,70.25
29.5,35.2,25.3,1004.2,61.0,6.9,8.5,14.8,75.125
28.5,32.6,24.8,1006.5,65.0,6.9,13.1,18.3,77.0
28.8,33.2,25.0,1005.6,61.0,6.9,10.9,16.5,32.958333333333336
28.3,32.5,24.4,1004.5,60.0,6.9,10.6,16.5,40.833333333333336
26.2,28.2,24.0,1003.7,71.0,7.4,7.2,9.4,90.70833333333331
25.8,28.5,21.6,1002.2,82.0,7.4,4.1,5.4,97.29166666666669
26.2,31.6,23.1,1002.9,77.0,6.6,3.9,9.4,79.83333333333333
23.8,25.6,22.2,1006.0,85.0,6.3,4.6,11.1,40.375
24.2,26.1,21.7,1005.1,85.0,6.6,4.1,7.6,49.41666666666666
25.7,29.5,21.7,1003.0,76.0,6.3,6.9,9.4,43.66666666666666
25.2,28.0,22.6,1002.6,84.0,6.3,5.7,9.4,0.0
24.8,27.7,22.7,1002.5,90.0,6.9,4.3,11.1,29.66666666666667
23.7,24.6,22.4,1003.8,95.0,5.5,2.2,5.4,47.75
24.1,24.7,22.4,1005.1,86.0,5.5,7.4,11.1,43.66666666666666
23.9,25.0,22.1,1004.1,87.0,6.3,7.2,14.8,29.83333333333333
23.7,25.0,21.8,1003.2,86.0,6.3,6.5,7.6,29.66666666666667
24.3,27.2,21.9,1004.3,86.0,6.9,4.4,7.6,37.625
24.6,27.7,22.0,1004.7,83.0,6.3,3.7,9.4,41.458333333333336
24.0,25.5,22.0,1005.9,86.0,6.3,3.9,7.6,53.125
23.8,26.0,21.8,1008.5,85.0,6.3,7.6,14.8,36.0
23.5,26.0,21.8,1007.3,89.0,6.3,5.9,9.4,70.58333333333333
24.3,27.0,21.3,1005.8,81.0,6.9,6.3,9.4,52.45833333333334
25.9,30.5,22.3,1004.6,74.0,6.9,5.7,7.6,38.25
24.8,28.2,22.4,1005.5,78.0,6.3,6.7,14.8,26.58333333333333
23.7,26.2,22.4,1006.8,83.0,4.8,5.2,9.4,57.58333333333334
23.3,25.0,21.9,1006.8,90.0,6.3,7.0,11.1,41.375
23.0,24.6,21.3,1005.1,91.0,6.3,6.5,9.4,25.54166666666667
23.4,25.2,21.2,1002.2,88.0,6.3,7.0,9.4,28.375
23.0,24.5,21.4,1002.7,94.0,5.5,3.9,7.6,40.333333333333336
23.5,25.2,22.2,1005.3,90.0,4.8,3.9,7.6,35.375
23.8,25.0,21.9,1006.4,85.0,7.4,4.4,7.6,31.91666666666667
24.6,27.5,21.7,1005.7,81.0,6.9,7.2,13.0,36.79166666666666
24.6,28.0,22.3,1006.8,82.0,6.9,5.4,9.4,26.83333333333333
24.3,27.0,21.9,1006.4,83.0,6.9,7.2,9.4,21.125
24.3,27.6,22.0,1006.0,80.0,6.6,12.2,18.3,18.0
24.9,28.6,21.5,1005.3,74.0,6.9,7.4,11.1,43.58333333333334
25.3,28.7,21.5,1004.8,73.0,7.4,8.0,77.8,46.04166666666666
25.1,28.6,21.8,1005.4,76.0,6.9,5.2,9.4,28.75
24.1,26.5,22.0,1007.0,82.0,6.9,3.7,9.4,64.91666666666667
24.4,27.0,21.1,1006.5,85.0,6.9,5.7,7.6,30.66666666666667
23.9,25.6,21.5,1006.4,84.0,6.9,3.9,7.6,31.75
24.9,28.2,22.1,1006.0,79.0,7.4,5.7,14.8,33.166666666666664
24.2,27.6,21.9,1007.0,82.0,6.9,4.1,5.4,30.625
23.9,28.3,21.4,1007.2,82.0,6.9,3.0,7.6,30.33333333333333
24.2,36.5,20.7,1007.9,78.0,6.3,5.7,7.6,31.75
25.3,28.7,19.8,1009.4,71.0,6.9,6.3,9.4,0.0
23.8,27.5,19.5,1010.1,75.0,6.9,5.7,9.4,0.0
24.6,29.5,20.3,1010.3,74.0,6.9,4.1,9.4,0.0
24.9,28.7,20.7,1008.2,74.0,6.3,4.1,7.6,83.45833333333333
24.6,27.6,22.3,1007.7,81.0,6.0,2.8,3.5,71.66666666666667
23.3,24.0,21.9,1006.7,91.0,4.8,3.1,7.6,65.625
23.6,26.6,21.4,1008.0,85.0,6.9,7.0,9.4,62.375
22.6,24.0,21.4,1008.2,89.0,6.6,4.8,7.6,24.875
23.7,26.0,20.6,1008.0,90.0,5.5,3.0,3.5,37.333333333333336
25.2,28.0,22.6,1006.0,81.0,6.9,4.1,9.4,41.5
24.8,28.6,21.5,1007.8,81.0,6.9,4.6,7.6,38.79166666666666
24.7,29.6,20.8,1008.7,82.0,7.7,4.3,7.6,48.91666666666666
22.4,25.0,20.9,1007.5,91.0,4.0,3.1,5.4,26.66666666666667
22.5,24.5,20.0,1008.7,90.0,5.5,2.8,5.4,29.0
23.7,25.0,20.9,1007.8,88.0,6.6,2.0,5.4,34.25
24.9,29.7,19.4,1008.6,79.0,6.9,3.3,7.6,60.54166666666666
24.9,30.2,19.9,1008.9,78.0,7.2,3.1,7.6,41.583333333333336
25.3,31.0,19.6,1008.4,80.0,6.9,2.0,7.6,50.91666666666666
25.3,29.7,19.6,1009.6,78.0,6.3,0.7,3.5,82.83333333333333
25.9,30.2,20.6,1009.9,71.0,6.9,0.4,3.5,95.25
26.2,31.0,21.9,1010.4,71.0,6.9,0.4,3.5,115.83333333333331
23.6,30.7,16.1,1008.8,64.0,6.3,0.4,3.5,160.66666666666666
23.9,31.0,16.2,1009.6,63.0,6.3,0.9,5.4,173.58333333333337
23.6,30.5,16.9,1010.5,63.0,6.3,1.1,3.5,261.6666666666667
22.9,29.6,16.5,1011.2,66.0,6.3,0.4,1.9,272.4166666666667
22.7,30.6,15.5,1012.9,58.0,6.3,0.7,1.9,226.29166666666663
23.9,30.0,16.7,1013.9,70.0,4.8,1.1,5.4,99.70833333333331
22.8,30.1,15.6,1013.6,57.0,6.3,1.3,3.5,217.375
21.2,29.7,13.0,1013.5,55.0,6.3,0.9,5.4,309.375
20.9,30.0,12.2,1014.1,51.0,6.3,0.2,1.9,278.0
20.2,29.2,10.8,1014.7,55.0,5.5,1.1,5.4,192.33333333333331
20.2,29.1,10.6,1015.0,55.0,5.5,0.9,3.5,235.33333333333331
22.2,30.2,13.2,1013.8,62.0,4.0,0.2,1.9,221.54166666666663
23.7,30.6,15.4,1012.8,70.0,5.5,0.7,3.5,210.54166666666663
24.2,30.6,17.9,1013.4,72.0,5.5,0.4,3.5,251.20833333333331
18.9,29.5,9.9,1013.3,58.0,6.3,0.4,1.9,194.70833333333331
19.4,29.6,9.6,1013.2,52.0,6.3,0.4,3.5,250.875
20.6,29.6,9.7,1013.0,52.0,6.6,1.1,5.4,274.875
